ticker,name,sector,price,shares_outstanding,revenue,gross_profit,operating_income,net_income,operating_cash_flow,capital_expenditures,total_debt,cash,total_equity,total_assets,current_assets,current_liabilities,market_cap,free_cash_flow,gross_margin,operating_margin,net_margin,current_ratio,debt_to_equity,book_value_per_share,revenue_per_share,eps,fcf_per_share,pe_ratio,pb_ratio,ps_ratio,fcf_yield,enterprise_value,ev_to_ebit,ev_to_sales,ev_to_fcf,roe,roa
KLAC,KLA Corporation,Technology,1516.839966,131076611,12156162000.000000,7404295000.000000,5014227000.000000,4061643000.000000,4081903000.000000,-340209000.000000,6088282000.000000,2078908000.000000,4692453000.000000,16067926000.000000,10698789000.000000,4085795000.000000,198822242149.082397,3741694000.000000,0.609098,0.412484,0.334122,2.618533,1.297463,35.799316,92.740893,30.986787,28.545856,48.951186,42.370641,16.355676,0.018819,202831616149.082397,40.451223,16.685498,54.208499,0.865569,0.252780
LIN,Linde plc,Basic Materials,502.600006,463394156,33986000000.000000,16597000000.000000,9254000000.000000,6898000000.000000,10350000000.000000,-5261000000.000000,28069000000.000000,5056000000.000000,38245000000.000000,86817000000.000000,13325000000.000000,15198000000.000000,232901905633.933472,5089000000.000000,0.488348,0.272289,0.202966,0.876760,0.733926,82.532331,73.341451,14.885816,10.982012,33.763686,6.089735,6.852878,0.021850,255914905633.933472,27.654518,7.530010,50.287857,0.180363,0.079454
LRCX,Lam Research Corporation,Technology,218.440002,1248771000,18435591000.000000,8979059000.000000,5900968000.000000,5358217000.000000,6173264000.000000,-759186000.000000,4484505000.000000,6390659000.000000,9861619000.000000,21345260000.000000,14516995000.000000,6568425000.000000,272781540288.757324,5414078000.000000,0.487050,0.320086,0.290645,2.210118,0.454743,7.897060,14.762988,4.290792,4.335525,50.909013,27.660929,14.796463,0.019848,270875386288.757324,45.903551,14.693068,50.031674,0.543341,0.251026
MAR,"Marriott International, Inc.",Consumer Cyclical,331.929993,264931993,26186000000.000000,5222000000.000000,4139000000.000000,2601000000.000000,3212000000.000000,-604000000.000000,17083000000.000000,358000000.000000,-3771000000.000000,27540000000.000000,3584000000.000000,8398000000.000000,87938874496.070129,2608000000.000000,0.199420,0.158062,0.099328,0.426768,-4.530098,-14.233842,98.840460,9.817614,9.844036,33.809640,-23.319776,3.358240,0.029657,104663874496.070129,25.287237,3.996940,40.131854,-0.689737,0.094444
MCHP,Microchip Technology Incorporated,Technology,65.599998,541135458,4401600000.000000,2467900000.000000,375500000.000000,-500000.000000,898100000.000000,-126000000.000000,5666100000.000000,771700000.000000,7078300000.000000,15374600000.000000,2991300000.000000,1155100000.000000,35498485219.092819,772100000.000000,0.560682,0.085310,-0.000114,2.589646,0.800489,13.080459,8.134008,-0.000924,1.426815,-70996.970438,5.015115,8.064905,0.021750,40392885219.092819,107.570933,9.176864,52.315614,-0.000071,-0.000033
MDLZ,"Mondelez International, Inc.",Consumer Defensive,57.540001,1281845669,38537000000.000000,10935000000.000000,3620000000.000000,2451000000.000000,4514000000.000000,-1279000000.000000,21804000000.000000,2125000000.000000,25838000000.000000,71487000000.000000,12951000000.000000,21864000000.000000,73757400967.824768,3235000000.000000,0.283753,0.093936,0.063601,0.592344,0.843873,20.156873,30.063682,1.912087,2.523705,30.092779,2.854610,1.913937,0.043860,93436400967.824768,25.811160,2.424589,28.882968,0.094860,0.034286
MELI,"MercadoLibre, Inc.",Consumer Cyclical,1715.520020,50697182,28893000000.000000,12858000000.000000,3201000000.000000,1997000000.000000,12116000000.000000,-1343000000.000000,11392000000.000000,3670000000.000000,6748000000.000000,42667000000.000000,33573000000.000000,28633000000.000000,86972030654.819336,10773000000.000000,0.445021,0.110788,0.069117,1.172528,1.688204,133.104045,569.913334,39.390750,212.497018,43.551342,12.888564,3.010142,0.123867,94694030654.819336,29.582640,3.277404,8.789941,0.295940,0.046804
META,"Meta Platforms, Inc.",Communication Services,574.460022,2187177748,200966000000.000000,164791000000.000000,83276000000.000000,60458000000.000000,115800000000.000000,-69691000000.000000,83897000000.000000,35873000000.000000,217243000000.000000,366021000000.000000,108722000000.000000,41836000000.000000,1256446177174.184814,46109000000.000000,0.819994,0.414379,0.300837,2.598767,0.386190,99.325718,91.883707,27.642015,21.081506,20.782133,5.783598,6.252034,0.036698,1304470177174.184814,15.664419,6.490999,28.291010,0.278297,0.165176
MPWR,"Monolithic Power Systems, Inc.",Technology,1118.489990,49118000,2790459000.000000,1539741000.000000,728636000.000000,621483000.000000,838202000.000000,-174941000.000000,19972000.000000,1099302000.000000,3531497000.000000,4194199000.000000,2183802000.000000,369365000.000000,54937991340.332031,663261000.000000,0.551788,0.261117,0.222717,5.912314,0.005655,71.898225,56.811332,12.652856,13.503420,88.398221,15.556573,19.687797,0.012073,53858661340.332031,73.917102,19.301004,81.202817,0.175983,0.148177
MRVL,"Marvell Technology, Inc.",Technology,107.110001,874458245,8194600000.000000,4180700000.000000,1338400000.000000,2670100000.000000,1750500000.000000,-358600000.000000,4790300000.000000,2638800000.000000,14308400000.000000,22285300000.000000,6460600000.000000,3220500000.000000,93663223155.676956,1391900000.000000,0.510177,0.163327,0.325837,2.006086,0.334789,16.362588,9.371059,3.053433,1.591728,35.078545,6.546031,11.429871,0.014861,95814723155.676956,71.589004,11.692422,68.837361,0.186611,0.119814
MSFT,Microsoft Corporation,Technology,373.459991,7425629076,281724000000.000000,193893000000.000000,128528000000.000000,101832000000.000000,136162000000.000000,-64551000000.000000,60588000000.000000,30242000000.000000,343479000000.000000,619003000000.000000,191131000000.000000,141218000000.000000,2773175371271.539551,71611000000.000000,0.688237,0.456220,0.361460,1.353446,0.176395,46.255879,37.939412,13.713586,9.643762,27.232848,8.073784,9.843589,0.025823,2803521371271.539551,21.812534,9.951305,39.149312,0.296472,0.164510
MSTR,Strategy Inc,Technology,119.830002,325954147,477233000.000000,327816000.000000,-40909000.000000,-3848152000.000000,-67241000.000000,-22512295000.000000,8236290000.000000,2301470000.000000,51042972000.000000,61641082000.000000,2564137000.000000,456492000.000000,39059086031.849869,-22579536000.000000,0.686910,-0.085721,-8.063466,5.617047,0.161360,156.595559,1.464111,-11.805808,-69.272124,-10.150089,0.765220,81.844898,-0.578087,44993906031.849869,-1099.853480,94.280794,-1.992685,-0.075390,-0.062428
MU,"Micron Technology, Inc.",Technology,366.239990,1127734051,37378000000.000000,14873000000.000000,9809000000.000000,8539000000.000000,17525000000.000000,-15857000000.000000,15278000000.000000,9642000000.000000,54165000000.000000,82798000000.000000,28841000000.000000,11454000000.000000,413021307825.212158,1668000000.000000,0.397908,0.262427,0.228450,2.517985,0.282064,48.029941,33.144339,7.571821,1.479072,48.368815,7.625243,11.049850,0.004039,418657307825.212158,42.680937,11.200634,250.993590,0.157648,0.103131
NFLX,"Netflix, Inc.",Communication Services,98.660004,4237323340,45183036000.000000,21907707000.000000,13326603000.000000,10981201000.000000,10149273000.000000,-688220000.000000,14462836000.000000,9033681000.000000,26615488000.000000,55596993000.000000,13020191000.000000,10980930000.000000,418054336241.941528,9461053000.000000,0.484866,0.294947,0.243038,1.185709,0.543399,6.281203,10.663108,2.591542,2.232790,38.070001,15.707183,9.252462,0.022631,423483491241.941528,31.777302,9.372621,44.760714,0.412587,0.197514
NVDA,NVIDIA Corporation,Technology,177.389999,24300000000,215938000000.000000,153463000000.000000,130387000000.000000,120067000000.000000,102718000000.000000,-6042000000.000000,11040000000.000000,10605000000.000000,157293000000.000000,206803000000.000000,125605000000.000000,32163000000.000000,4310576985168.457031,96676000000.000000,0.710681,0.603817,0.556025,3.905264,0.070187,6.472963,8.886337,4.941029,3.978436,35.901430,27.404760,19.962105,0.022428,4311011985168.457031,33.063204,19.964119,44.592370,0.763333,0.580586
NXPI,NXP Semiconductors N.V.,Technology,194.550003,252692845,12269000000.000000,6716000000.000000,3035000000.000000,2021000000.000000,2820000000.000000,-537000000.000000,12222000000.000000,2906000000.000000,10056000000.000000,26560000000.000000,7940000000.000000,3881000000.000000,49161393765.907364,2283000000.000000,0.547396,0.247371,0.164724,2.045864,1.215394,39.795349,48.553017,7.997852,9.034684,24.325281,4.888762,4.006960,0.046439,58477393765.907364,19.267675,4.766272,25.614277,0.200975,0.076092
ODFL,"Old Dominion Freight Line, Inc.",Industrials,198.000000,208425619,5496389000.000000,1815364000.000000,1361045000.000000,1023703000.000000,1370133000.000000,-415034000.000000,39995000.000000,120091000.000000,4311057000.000000,5470160000.000000,694833000.000000,483906000.000000,41268272562.000000,955099000.000000,0.330283,0.247625,0.186250,1.435884,0.009277,20.683911,26.370986,4.911599,4.582445,40.312740,9.572658,7.508252,0.023144,41188176562.000000,30.262171,7.493679,43.124510,0.237460,0.187143
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,91.419998,836699472,17781992000.000000,9174141000.000000,3460612000.000000,2538209000.000000,2761993000.000000,-1168815000.000000,8491499000.000000,193793000.000000,-763352000.000000,16538253000.000000,6744277000.000000,8775821000.000000,76491064198.197510,1593178000.000000,0.515923,0.194613,0.142740,0.768507,-11.123962,-0.912337,21.252544,3.033597,1.904122,30.135842,-100.204184,4.301603,0.020828,84788770198.197510,24.501091,4.768238,53.219898,-3.325083,0.153475
PANW,"Palo Alto Networks, Inc.",Technology,163.210007,811000000,9221500000.000000,6769900000.000000,1242900000.000000,1133900000.000000,3716000000.000000,-246200000.000000,338200000.000000,2268600000.000000,7824400000.000000,23576200000.000000,7522800000.000000,7988000000.000000,132363315444.946289,3469800000.000000,0.734143,0.134783,0.122963,0.941763,0.043224,9.647842,11.370530,1.398150,4.278422,116.732794,16.916737,14.353773,0.026214,130432915444.946289,104.942405,14.144436,37.590903,0.144918,0.048095
PAYX,"Paychex, Inc.",Technology,91.699997,358290881,5571700000.000000,4031300000.000000,2207700000.000000,1657300000.000000,1900900000.000000,-191800000.000000,5022300000.000000,1628600000.000000,4128000000.000000,16564100000.000000,8916500000.000000,6956300000.000000,32855272694.283005,1709100000.000000,0.723531,0.396235,0.297450,1.281788,1.216642,11.521365,15.550773,4.625571,4.770147,19.824578,7.959126,5.896813,0.052019,36248972694.283005,16.419338,6.505909,21.209392,0.401478,0.100054
PCAR,PACCAR Inc,Industrials,118.320000,525894443,28444800000.000000,4737500000.000000,2961700000.000000,2375800000.000000,4415800000.000000,-1386600000.000000,15636300000.000000,6307900000.000000,19264000000.000000,44336200000.000000,34342600000.000000,11155100000.000000,62223830335.269753,3029200000.000000,0.166551,0.104121,0.083523,3.078646,0.811685,36.630925,54.088421,4.517637,5.760091,26.190685,3.230058,2.187529,0.048682,71552230335.269745,24.159176,2.515477,23.620834,0.123328,0.053586
PEP,"PepsiCo, Inc.",Consumer Defensive,157.009995,1366940965,93925000000.000000,50859000000.000000,13491000000.000000,8240000000.000000,12087000000.000000,-4415000000.000000,49901000000.000000,9159000000.000000,20406000000.000000,107399000000.000000,27949000000.000000,32764000000.000000,214623393405.819031,7672000000.000000,0.541485,0.143636,0.087730,0.853040,2.445408,14.928223,68.711819,6.028058,5.612532,26.046528,10.517661,2.285051,0.035746,255365393405.819031,18.928574,2.718822,33.285375,0.403803,0.076723
PLTR,Palantir Technologies Inc.,Technology,148.460007,2291470751,4475446000.000000,3686269000.000000,1414015000.000000,1625033000.000000,2134473000.000000,-33882000.000000,229338000.000000,1423796000.000000,7387268000.000000,8900392000.000000,8358174000.000000,1175581000.000000,340191763078.090271,2100591000.000000,0.823665,0.315950,0.363100,7.109824,0.031045,3.223811,1.953089,0.709166,0.916700,209.344526,46.051093,76.012930,0.006175,338997305078.090271,239.740954,75.746039,161.381871,0.219978,0.182580
PYPL,"PayPal Holdings, Inc.",Financial Services,45.340000,920664542,33172000000.000000,15465000000.000000,6396000000.000000,5233000000.000000,6416000000.000000,-852000000.000000,9987000000.000000,8049000000.000000,20256000000.000000,80173000000.000000,59759000000.000000,46443000000.000000,41742930474.762260,5564000000.000000,0.466206,0.192813,0.157754,1.286717,0.493039,22.001499,36.030496,5.683938,6.043461,7.976864,2.060769,1.258378,0.133292,43680930474.762260,6.829414,1.316801,7.850635,0.258343,0.065271
QCOM,QUALCOMM Incorporated,Technology,126.800003,1067000000,44284000000.000000,24546000000.000000,12394000000.000000,5541000000.000000,14012000000.000000,-1192000000.000000,14811000000.000000,5520000000.000000,21206000000.000000,50143000000.000000,25754000000.000000,9144000000.000000,135295603256.225586,12820000000.000000,0.554286,0.279875,0.125124,2.816492,0.698434,19.874414,41.503280,5.193065,12.014995,24.417182,6.380062,3.055180,0.094755,144586603256.225586,11.665855,3.264985,11.278206,0.261294,0.110504
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,761.849976,103902660,14342900000.000000,12242200000.000000,3702000000.000000,4504900000.000000,4978900000.000000,-1213700000.000000,2705900000.000000,3118100000.000000,31256900000.000000,40558700000.000000,18021900000.000000,4368400000.000000,79158238984.313965,3765200000.000000,0.853537,0.258107,0.314086,4.125515,0.086570,300.828679,138.041702,43.356927,36.237763,17.571586,2.532504,5.518984,0.047565,78746038984.313965,21.271215,5.490245,20.914172,0.144125,0.111071
ROP,"Roper Technologies, Inc.",Technology,357.880005,102927515,7902500000.000000,5472000000.000000,2235400000.000000,1536300000.000000,2540300000.000000,-104700000.000000,9349300000.000000,297400000.000000,19881500000.000000,34577000000.000000,1928100000.000000,3725600000.000000,36835699570.775757,2435600000.000000,0.692439,0.282873,0.194407,0.517527,0.470251,193.160206,76.777332,14.926038,23.663255,23.976892,1.852763,4.661272,0.066121,45887599570.775757,20.527691,5.806719,18.840368,0.077273,0.044431
SBUX,Starbucks Corporation,Consumer Cyclical,90.370003,1139300000,37184400000.000000,8467300000.000000,3580800000.000000,1856400000.000000,4747500000.000000,-2305500000.000000,26611500000.000000,3219800000.000000,-8096600000.000000,32019700000.000000,7382300000.000000,10210400000.000000,102958544129.180908,2442000000.000000,0.227711,0.096298,0.049924,0.723018,-3.286750,-7.106644,32.637936,1.629422,2.143421,55.461401,-12.716269,2.768864,0.023718,126350244129.180908,35.285479,3.397937,51.740477,-0.229281,0.057977
SHOP,Shopify Inc.,Technology,118.250000,1226037779,11556000000.000000,5555000000.000000,1885000000.000000,1231000000.000000,2033000000.000000,-26000000.000000,188000000.000000,1534000000.000000,13473000000.000000,15189000000.000000,8296000000.000000,1392000000.000000,144978967366.750000,2007000000.000000,0.480703,0.163119,0.106525,5.959770,0.013954,10.989058,9.425484,1.004047,1.636981,117.773328,10.760704,12.545774,0.013843,143632967366.750000,76.197861,12.429298,71.566003,0.091368,0.081045
SNPS,"Synopsys, Inc.",Technology,395.950012,191562027,7054178000.000000,5430629000.000000,914927000.000000,1332220000.000000,1518608000.000000,-169454000.000000,14293418000.000000,2888030000.000000,28327602000.000000,48224461000.000000,6012102000.000000,3722494000.000000,75848986929.053650,1349154000.000000,0.769846,0.129700,0.188855,1.615074,0.504576,147.876917,36.824511,6.954510,7.042909,56.934280,2.677565,10.752349,0.017787,87254374929.053650,95.367581,12.369177,64.673399,0.047029,0.027625
STX,Seagate Technology Holdings plc,Technology,429.359985,224025376,9097000000.000000,3200000000.000000,1915000000.000000,1469000000.000000,1083000000.000000,-265000000.000000,4995000000.000000,891000000.000000,-453000000.000000,8023000000.000000,3653000000.000000,2648000000.000000,96187532157.738281,818000000.000000,0.351764,0.210509,0.161482,1.379532,-11.026490,-2.022092,40.607007,6.557293,3.651372,65.478238,-212.334508,10.573544,0.008504,100291532157.738281,52.371557,11.024682,122.605785,-3.242826,0.183099
TEAM,Atlassian Corporation,Technology,68.290001,169610457,5215304000.000000,4320453000.000000,-130392000.000000,-256687000.000000,1460393000.000000,-44850000.000000,1239331000.000000,2512874000.000000,1345654000.000000,6041970000.000000,3891237000.000000,3180859000.000000,11582698263.813011,1415543000.000000,0.828418,-0.025002,-0.049218,1.223329,0.920988,7.933791,30.748717,-1.513391,8.345847,-45.123821,8.607486,2.220906,0.122212,10309155263.813011,-79.062790,1.976712,7.282827,-0.190753,-0.042484
TMUS,"T-Mobile US, Inc.",Communication Services,201.399994,1101862739,88309000000.000000,55535000000.000000,18557000000.000000,10992000000.000000,27950000000.000000,-12523000000.000000,122269000000.000000,5598000000.000000,59203000000.000000,219237000000.000000,24461000000.000000,24500000000.000000,221915148909.363556,15427000000.000000,0.628871,0.210137,0.124472,0.998408,2.065250,53.729923,80.145191,9.975834,14.000836,20.188787,3.748377,2.512939,0.069518,338586148909.363525,18.245737,3.834107,21.947634,0.185666,0.050138
TRI,Thomson Reuters Corporation,Industrials,90.190002,443853252,7476000000.000000,5667000000.000000,1989000000.000000,1502000000.000000,2651000000.000000,-634000000.000000,2372000000.000000,371000000.000000,11914000000.000000,17940000000.000000,2228000000.000000,3468000000.000000,40031125881.506104,2017000000.000000,0.758026,0.266051,0.200910,0.642445,0.199094,26.842205,16.843405,3.384001,4.544295,26.651881,3.360007,5.354618,0.050386,42032125881.506104,21.132291,5.622275,20.838932,0.126070,0.083724
TSLA,"Tesla, Inc.",Consumer Cyclical,360.589996,3752431984,94827000000.000000,17094000000.000000,4849000000.000000,3794000000.000000,14747000000.000000,-8527000000.000000,14719000000.000000,16513000000.000000,82137000000.000000,137806000000.000000,68642000000.000000,31714000000.000000,1353089435368.743652,6220000000.000000,0.180265,0.051135,0.040010,2.164407,0.179201,21.889004,25.270811,1.011078,1.657592,356.639282,16.473568,14.269031,0.004597,1351295435368.743652,278.675074,14.250113,217.250070,0.046191,0.027531
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,199.869995,185175456,5633600000.000000,3062200000.000000,-739400000.000000,-4478900000.000000,-45200000.000000,-169400000.000000,4105900000.000000,1456100000.000000,2137700000.000000,9180700000.000000,2815900000.000000,3615800000.000000,37011017486.542969,-214600000.000000,0.543560,-0.131248,-0.795033,0.778776,1.920709,11.544187,30.423038,-24.187331,-1.158901,-8.263417,17.313476,6.569692,-0.005798,39660817486.542969,-53.639191,7.040049,-184.812756,-2.095196,-0.487860
TXN,Texas Instruments Incorporated,Technology,194.869995,910463377,17682000000.000000,10083000000.000000,6140000000.000000,5001000000.000000,7153000000.000000,-4550000000.000000,14048000000.000000,3225000000.000000,16273000000.000000,34585000000.000000,13750000000.000000,3159000000.000000,177421993830.368042,2603000000.000000,0.570241,0.347246,0.282830,4.352643,0.863270,17.873316,19.420880,5.492807,2.858984,35.477303,10.902845,10.034046,0.014671,188244993830.368042,30.658794,10.646137,72.318476,0.307319,0.144600
VRSK,"Verisk Analytics, Inc.",Industrials,185.080002,137941888,3072700000.000000,2147200000.000000,1343900000.000000,908300000.000000,1436000000.000000,-244100000.000000,4900400000.000000,2178200000.000000,309000000.000000,6195500000.000000,2765400000.000000,2300300000.000000,25530284883.619141,1191900000.000000,0.698799,0.437368,0.295603,1.202191,15.858900,2.240074,22.275322,6.584657,8.640595,28.107767,82.622281,8.308746,0.046686,28252484883.619141,21.022758,9.194677,23.703738,2.939482,0.146606
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,438.709991,254000000,12001300000.000000,10350000000.000000,4554400000.000000,3953200000.000000,3631400000.000000,-437600000.000000,2030500000.000000,5084800000.000000,18665800000.000000,25643000000.000000,11201000000.000000,3861200000.000000,111432337829.589844,3193800000.000000,0.862407,0.379492,0.329398,2.900912,0.108782,73.487402,47.249213,15.563780,12.574016,28.187883,5.969867,9.285022,0.028661,108378037829.589844,23.796337,9.030525,33.933884,0.211788,0.154163
WBD,"Warner Bros. Discovery, Inc.",Communication Services,27.320000,2506768389,37296000000.000000,16411000000.000000,1309000000.000000,727000000.000000,4319000000.000000,-1231000000.000000,32567000000.000000,4566000000.000000,35919000000.000000,100085000000.000000,13206000000.000000,12500000000.000000,68484911622.474998,3088000000.000000,0.440020,0.035098,0.019493,1.056480,0.906679,14.328807,14.878120,0.290015,1.231865,94.202079,1.906649,1.836254,0.045090,96485911622.475006,73.709635,2.587031,31.245438,0.020240,0.007264
WDAY,"Workday, Inc.",Technology,132.259995,210000000,9552000000.000000,7231000000.000000,1024000000.000000,693000000.000000,2939000000.000000,-162000000.000000,3821000000.000000,1501000000.000000,7805000000.000000,18074000000.000000,8429000000.000000,6378000000.000000,27774598846.435547,2777000000.000000,0.757014,0.107203,0.072550,1.321574,0.489558,37.166667,45.485714,3.300000,13.223810,40.078786,3.558565,2.907726,0.099983,30094598846.435547,29.389257,3.150607,10.837090,0.088789,0.038342
WDC,Western Digital Corporation,Technology,294.970001,339037922,9520000000.000000,3692000000.000000,2130000000.000000,1861000000.000000,1691000000.000000,-412000000.000000,4711000000.000000,2114000000.000000,5540000000.000000,14002000000.000000,5856000000.000000,5418000000.000000,100006016266.204651,1279000000.000000,0.387815,0.223739,0.195483,1.080842,0.850361,16.340355,28.079455,5.489061,3.772439,53.737784,18.051627,10.504834,0.012789,102603016266.204651,48.170430,10.777628,80.221279,0.335921,0.132910
WMT,Walmart Inc.,Consumer Defensive,125.790001,7972402501,713163000000.000000,177768000000.000000,29825000000.000000,21893000000.000000,41565000000.000000,-26642000000.000000,67095000000.000000,10727000000.000000,99617000000.000000,284668000000.000000,84874000000.000000,107469000000.000000,1002848517899.742432,14923000000.000000,0.249267,0.041821,0.030698,0.789753,0.673530,12.495230,89.453963,2.746098,1.871832,45.806811,10.067042,1.406198,0.014881,1059216517899.742432,35.514385,1.485238,70.978792,0.219772,0.076907
XEL,Xcel Energy Inc.,Utilities,80.739998,623876813,14669000000.000000,6924000000.000000,2879000000.000000,2018000000.000000,4083000000.000000,-10908000000.000000,34781000000.000000,274000000.000000,23609000000.000000,81371000000.000000,5014000000.000000,7089000000.000000,50371812548.875343,-6825000000.000000,0.472016,0.196264,0.137569,0.707293,1.473209,37.842407,23.512655,3.234613,-10.939660,24.961255,2.133585,3.433895,-0.135492,84878812548.875336,29.482047,5.786271,-12.436456,0.085476,0.024800
ZS,"Zscaler, Inc.",Technology,138.559998,160790703,2673115000.000000,2054937000.000000,-127144000.000000,-41478000.000000,972453000.000000,-245760000.000000,1796576000.000000,2389023000.000000,1799273000.000000,6419888000.000000,4894290000.000000,2429611000.000000,22279159415.124573,726693000.000000,0.768742,-0.047564,-0.015517,2.014434,0.998501,11.190156,16.624811,-0.257963,4.519496,-537.131959,12.382312,8.334531,0.032618,21686712415.124573,-170.568115,8.112899,29.843018,-0.023053,-0.006461
